Date,^GSPC,^GSPC,^GSPC,^GSPC,^GSPC,Ticker
2025-01-02,5868.5498046875,5935.08984375,5829.52978515625,5903.259765625,3621680000,^GSPC
2025-01-03,5942.47021484375,5949.33984375,5888.66015625,5891.06982421875,3667340000,^GSPC
2025-01-06,5975.3798828125,6021.0400390625,5960.009765625,5982.81005859375,4940120000,^GSPC
2025-01-07,5909.02978515625,6000.68017578125,5890.68017578125,5993.259765625,4517330000,^GSPC
2025-01-08,5918.25,5927.89013671875,5874.77978515625,5910.66015625,4441740000,^GSPC
2025-01-10,5827.0400390625,5890.35009765625,5807.77978515625,5890.35009765625,4751930000,^GSPC
2025-01-13,5836.22021484375,5838.60986328125,5773.31005859375,5782.02001953125,4421200000,^GSPC
2025-01-14,5842.91015625,5871.919921875,5805.419921875,5859.27001953125,4142280000,^GSPC
2025-01-15,5949.91015625,5960.60986328125,5905.2099609375,5905.2099609375,4544570000,^GSPC
2025-01-16,5937.33984375,5964.68994140625,5930.72021484375,5963.60986328125,4285810000,^GSPC
2025-01-17,5996.66015625,6014.9599609375,5978.43994140625,5995.39990234375,4366830000,^GSPC
2025-01-21,6049.240234375,6051.509765625,6006.8798828125,6014.1201171875,4702920000,^GSPC
2025-01-22,6086.3701171875,6100.81005859375,6076.1298828125,6081.39013671875,4323040000,^GSPC
2025-01-23,6118.7099609375,6118.72998046875,6074.669921875,6076.31982421875,4432250000,^GSPC
2025-01-24,6101.240234375,6128.18017578125,6088.740234375,6121.43017578125,4214250000,^GSPC
2025-01-27,6012.27978515625,6017.169921875,5962.919921875,5969.0400390625,5198750000,^GSPC
2025-01-28,6067.7001953125,6074.5400390625,5994.6298828125,6026.97021484375,4473640000,^GSPC
2025-01-29,6039.31005859375,6062.830078125,6012.9599609375,6057.7001953125,4115310000,^GSPC
2025-01-30,6071.169921875,6086.64013671875,6027.4599609375,6050.75,4634620000,^GSPC
2025-01-31,6040.52978515625,6120.91015625,6030.93017578125,6096.7900390625,4843770000,^GSPC
2025-02-03,5994.56982421875,6022.1298828125,5923.93017578125,5969.64990234375,4797210000,^GSPC
2025-02-04,6037.8798828125,6042.47998046875,5990.8701171875,5998.14013671875,4410160000,^GSPC
2025-02-05,6061.47998046875,6062.85986328125,6007.06005859375,6020.4501953125,4756250000,^GSPC
2025-02-06,6083.56982421875,6084.02978515625,6046.830078125,6072.22021484375,4847120000,^GSPC
2025-02-07,6025.990234375,6101.27978515625,6019.9599609375,6083.1298828125,4766900000,^GSPC
2025-02-10,6066.43994140625,6073.3798828125,6044.83984375,6046.39990234375,4458760000,^GSPC
2025-02-11,6068.5,6076.27978515625,6042.33984375,6049.31982421875,4324880000,^GSPC
2025-02-12,6051.97021484375,6063.0,6003.0,6025.080078125,4627960000,^GSPC
2025-02-13,6115.06982421875,6116.91015625,6050.9501953125,6060.58984375,4763800000,^GSPC
2025-02-14,6114.6298828125,6127.47021484375,6107.6201171875,6115.52001953125,4335190000,^GSPC
2025-02-18,6129.580078125,6129.6298828125,6099.509765625,6121.60009765625,4684980000,^GSPC
2025-02-19,6144.14990234375,6147.43017578125,6111.14990234375,6117.759765625,4562330000,^GSPC
2025-02-20,6117.52001953125,6134.5,6084.58984375,6134.5,4813690000,^GSPC
2025-02-21,6013.1298828125,6114.81982421875,6008.56005859375,6114.10009765625,5434560000,^GSPC
2025-02-24,5983.25,6043.64990234375,5977.830078125,6026.68994140625,4990120000,^GSPC
2025-02-25,5955.25,5992.64990234375,5908.490234375,5982.72998046875,5374690000,^GSPC
2025-02-26,5956.06005859375,6009.81982421875,5932.68994140625,5970.8701171875,4869580000,^GSPC
2025-02-27,5861.56982421875,5993.68994140625,5858.77978515625,5981.8798828125,5057680000,^GSPC
2025-02-28,5954.5,5959.39990234375,5837.66015625,5856.740234375,6441140000,^GSPC
2025-03-03,5849.72021484375,5986.08984375,5810.91015625,5968.330078125,5613850000,^GSPC
2025-03-04,5778.14990234375,5865.080078125,5732.58984375,5811.97998046875,6138110000,^GSPC
2025-03-05,5842.6298828125,5860.58984375,5742.35009765625,5781.35986328125,5285970000,^GSPC
2025-03-06,5738.52001953125,5812.080078125,5711.64013671875,5785.8701171875,5165080000,^GSPC
2025-03-07,5770.2001953125,5783.009765625,5666.2900390625,5726.009765625,5705140000,^GSPC
2025-03-10,5614.56005859375,5705.3701171875,5564.02001953125,5705.3701171875,6409370000,^GSPC
2025-03-11,5572.06982421875,5636.2998046875,5528.41015625,5603.64990234375,6221240000,^GSPC
2025-03-12,5599.2998046875,5642.18994140625,5546.08984375,5624.83984375,5219830000,^GSPC
2025-03-13,5521.52001953125,5597.77978515625,5504.64990234375,5594.4501953125,5018980000,^GSPC
2025-03-14,5638.93994140625,5645.27001953125,5563.85009765625,5563.85009765625,4863180000,^GSPC
2025-03-17,5675.1201171875,5703.52001953125,5631.1201171875,5635.60009765625,5031770000,^GSPC
2025-03-18,5614.66015625,5654.52978515625,5597.759765625,5654.52978515625,4666270000,^GSPC
2025-03-19,5675.2900390625,5715.330078125,5622.2001953125,5632.3701171875,4660090000,^GSPC
2025-03-20,5662.89013671875,5711.14990234375,5632.330078125,5646.919921875,4678420000,^GSPC
2025-03-21,5667.56005859375,5670.83984375,5603.10009765625,5630.72998046875,9367460000,^GSPC
2025-03-24,5767.56982421875,5775.14013671875,5718.080078125,5718.080078125,4517990000,^GSPC
2025-03-25,5776.64990234375,5786.9501953125,5760.419921875,5775.9599609375,4467340000,^GSPC
2025-03-26,5712.2001953125,5783.6201171875,5694.41015625,5771.66015625,4183140000,^GSPC
2025-03-27,5693.31005859375,5732.27978515625,5670.93994140625,5695.64013671875,4403460000,^GSPC
2025-03-28,5580.93994140625,5685.89013671875,5572.419921875,5679.2001953125,4513330000,^GSPC
2025-03-31,5611.85009765625,5627.56005859375,5488.72998046875,5527.91015625,5257250000,^GSPC
2025-04-01,5633.06982421875,5650.56982421875,5558.52001953125,5597.52978515625,4434500000,^GSPC
2025-04-02,5670.97021484375,5695.31005859375,5571.47998046875,5580.759765625,4243830000,^GSPC
2025-04-03,5396.52001953125,5499.52978515625,5390.830078125,5492.740234375,7210470000,^GSPC
2025-04-04,5074.080078125,5292.14013671875,5069.89990234375,5292.14013671875,8853500000,^GSPC
2025-04-07,5062.25,5246.56982421875,4835.0400390625,4953.7900390625,8691980000,^GSPC
2025-04-08,4982.77001953125,5267.47021484375,4910.419921875,5193.56982421875,7408140000,^GSPC
2025-04-09,5456.89990234375,5481.33984375,4948.43017578125,4965.27978515625,9489600000,^GSPC
2025-04-10,5268.0498046875,5353.14990234375,5115.27001953125,5353.14990234375,6677140000,^GSPC
2025-04-11,5363.35986328125,5381.4599609375,5220.77001953125,5255.56005859375,5602550000,^GSPC
2025-04-14,5405.97021484375,5459.4599609375,5358.02001953125,5441.9599609375,5031440000,^GSPC
2025-04-15,5396.6298828125,5450.41015625,5386.43994140625,5411.990234375,4317110000,^GSPC
2025-04-16,5275.7001953125,5367.240234375,5220.7900390625,5335.75,4607750000,^GSPC
2025-04-17,5282.7001953125,5328.31005859375,5255.580078125,5305.4501953125,4714880000,^GSPC
2025-04-21,5158.2001953125,5232.93994140625,5101.6298828125,5232.93994140625,4226340000,^GSPC
2025-04-22,5287.759765625,5309.60986328125,5207.669921875,5207.669921875,4666950000,^GSPC
2025-04-23,5375.85986328125,5469.68994140625,5356.169921875,5395.919921875,5371390000,^GSPC
2025-04-24,5484.77001953125,5489.39990234375,5371.9599609375,5381.3798828125,4697710000,^GSPC
2025-04-25,5525.2099609375,5528.10986328125,5455.85986328125,5489.72998046875,4236580000,^GSPC
2025-04-28,5528.75,5553.66015625,5468.64013671875,5529.22021484375,4257880000,^GSPC
2025-04-29,5560.830078125,5571.9501953125,5505.7001953125,5508.8701171875,4747150000,^GSPC
2025-04-30,5569.06005859375,5581.83984375,5433.240234375,5499.43994140625,5449490000,^GSPC
2025-05-01,5604.14013671875,5658.91015625,5597.35009765625,5625.14013671875,4935270000,^GSPC
2025-05-02,5686.669921875,5700.7001953125,5642.27978515625,5645.8798828125,4854380000,^GSPC
2025-05-05,5650.3798828125,5683.3798828125,5634.47998046875,5655.31982421875,4358260000,^GSPC
2025-05-06,5606.91015625,5649.580078125,5586.0400390625,5605.8701171875,4717260000,^GSPC
2025-05-07,5631.27978515625,5654.72998046875,5578.64013671875,5614.18017578125,4987440000,^GSPC
2025-05-08,5663.93994140625,5720.10009765625,5635.3798828125,5663.60009765625,5627400000,^GSPC
2025-05-09,5659.91015625,5691.68994140625,5644.14990234375,5679.64990234375,4645090000,^GSPC
2025-05-12,5844.18994140625,5845.3701171875,5786.080078125,5807.2001953125,6014580000,^GSPC
2025-05-13,5886.5498046875,5906.64013671875,5845.02001953125,5854.14990234375,5516290000,^GSPC
2025-05-14,5892.580078125,5906.5498046875,5872.10986328125,5896.740234375,5233450000,^GSPC
2025-05-15,5916.93017578125,5924.2099609375,5865.16015625,5869.81982421875,4991290000,^GSPC
2025-05-16,5958.3798828125,5958.6201171875,5907.35986328125,5929.08984375,4850850000,^GSPC
2025-05-19,5963.60009765625,5968.60986328125,5895.68994140625,5902.8798828125,4144010000,^GSPC
